7.168170690536499,0
8.461873531341553,1
11.855733633041382,2
18.0398428440094,3
22.53605580329895,4
38.868659257888794,5
41.71030855178833,6
42.71919274330139,7
45.64115786552429,8
56.455777406692505,9
63.006248474121094,10
67.78345131874084,11
72.08544158935547,12
78.22878909111023,13
87.18349814414978,14
96.10912370681763,15
100.34012603759766,16
105.56357455253601,17
107.61097693443298,18
111.56150603294373,19
119.10223627090454,20
130.7336528301239,21
139.60785913467407,22
146.4369330406189,23
150.21895909309387,24
154.82868266105652,25
156.72914385795593,26
159.28975820541382,27
165.2856764793396,28
170.41039872169495,29
